data,size,algo,buildtime,querytime,params,recall
clip768v2,30M,NSG32,9275.327924728394,1.270627737045288,"query=(search_L=106,ep=kmeans,threads=32)",0.94828
clip768v2,30M,NSG32,9275.327924728394,1.330507755279541,"query=(search_L=95,ep=original,threads=64)",0.93893
clip768v2,30M,NSG32,9275.327924728394,1.2137560844421387,"query=(search_L=68,ep=original,threads=64)",0.92231
clip768v2,30M,NSG32,9275.327924728394,1.290271282196045,"query=(search_L=98,ep=original,threads=64)",0.9404
clip768v2,30M,NSG32,9275.327924728394,1.5933856964111328,"query=(search_L=176,ep=original,threads=16)",0.92231
clip768v2,30M,NSG32,9275.327924728394,1.3412318229675293,"query=(search_L=77,ep=original,threads=64)",0.92927
clip768v2,30M,NSG32,9275.327924728394,0.8784446716308594,"query=(search_L=84,ep=original,threads=32)",0.9333
clip768v2,30M,NSG32,9275.327924728394,1.4444537162780762,"query=(search_L=114,ep=original,threads=64)",0.94576
clip768v2,30M,NSG32,9275.327924728394,1.3773012161254883,"query=(search_L=121,ep=kmeans,threads=16)",0.95283
clip768v2,30M,NSG32,9275.327924728394,1.3431341648101807,"query=(search_L=101,ep=original,threads=64)",0.94168
clip768v2,30M,NSG32,9275.327924728394,1.6754481792449951,"query=(search_L=69,ep=kmeans,threads=64)",0.92981
clip768v2,30M,NSG32,9275.327924728394,1.9044687747955322,"query=(search_L=75,ep=kmeans,threads=64)",0.93435
clip768v2,30M,NSG32,9275.327924728394,1.1187026500701904,"query=(search_L=77,ep=kmeans,threads=16)",0.93546
clip768v2,30M,NSG32,9275.327924728394,1.1646173000335693,"query=(search_L=120,ep=original,threads=16)",0.94828
clip768v2,30M,NSG32,9275.327924728394,1.3099644184112549,"query=(search_L=116,ep=kmeans,threads=32)",0.95122
clip768v2,30M,NSG32,9275.327924728394,1.2045137882232666,"query=(search_L=98,ep=kmeans,threads=16)",0.94549
clip768v2,30M,NSG32,9275.327924728394,2.0990424156188965,"query=(search_L=224,ep=kmeans,threads=32)",0.96968
